11799 - Aagaard, Mikkel
7458 - Välimaa, Tommi
7585 - Valk, Curtis
9445 - Valkonen, Joonas
4327 - Vallin, Ari
5921 - Valsky, Jakub
2852 - Vampola, Petr
12261 - Van Boekel, Jack
11567 - Van Brabant, Bryce
1811 - Van der Gulik, David
5285 - Van Guilder, Mark
4329 - Van Hecke, Richard
389 - Van Riemsdyk, James
11781 - Van Riemsdyk, Trevor
12262 - Van Schubert, Bradley
11524 - Vandas, Michael
10897 - Vande Sompel, Mitchell
9086 - Vanderwiel, Danny
8480 - VandeVelde, Chris
1084 - Vanek, Thomas
9990 - Vanier, Alexis
11186 - Vannelli, Tommy
9756 - Vanstone, Tim
4331 - Vänttinen, Tuomas
2931 - Vantuch, Lukas
4332 - Varakas, Ville
9081 - Varga, Steven
4846 - Varlamov, Semyon
6443 - Varone, Philip
12425 - Vartiainen, Taavi
4637 - Vasicek, Jiri
12348 - Vasilevskiy, Andrei
4334 - Vasiljevs, Herberts
7455 - Västilä, Markus
4557 - Vatanen, Sami
8301 - Vauclair, Julien
5901 - Vauclair, Tristan
11351 - Vaughan, Scooter
4556 - Vauhkonen, Olavi
6206 - Vause, Taylor
12374 - Vautour, Daniel
4336 - Vegetti, Gabriele
4337 - Vehanen, Petri
12687 - Vehviläinen, Veini
5261 - Veideman, Adrian
748 - Veilleux, Keven
1004 - Veilleux, Stephane
9247 - Veilleux, Tommy
7096 - Veilleux, Yannick
2645 - Veistola, Jiri
11467 - Vejmelka, Karel
4338 - Venäläinen, Sami
12807 - Venkrbec, Matouš
9165 - Venuto, Lucas
12265 - Verbeek, Hayden
9972 - Verbeek, Ryan
9056 - Verhaeghe, Carter
10794 - Verhelst, Tyson
1005 - Vermette, Antoine
783 - Vermin, Joel
1750 - Vernace, Mike
9166 - Verrier, Jérôme
1985 - Versteeg, Kris
12266 - Vertiy, Daniil
12267 - Verveda, Travis
2722 - Vesely, Ondrej
11618 - Vesterholm, Pathrik
11617 - Vesterholm, Ponthus
8960 - Vetterl, Austin
5966 - Vey, Linden
9825 - Vickerman, Taylor
6137 - Viedensky, Marek
12268 - Vien, Guillaume
4344 - Vignal, Achille
4345 - Vihko, Joonas
12683 - Viitala, Henri
4348 - Viitaluoma, Ville
1723 - Viitanen, Mikko
12716 - Viklund, Alexander
11639 - Viksten, Daniel
12686 - Viksten, Nico
10866 - Vilardi, Francesco
11705 - Viljanen, Valtteri
6258 - Vincour, Tomas
4542 - Virkkunen, Valtteri
12410 - Virta, Patrik
9676 - Virtanen, Jake
9456 - Virtanen, Jesse
2603 - Virtanen, Jonne
12628 - Virtanen, Mikko
6506 - Visentin, Mark
1010 - Visnovsky, Lubomir
754 - Vitale, Joe
11409 - Vitasek, Ondrej
7366 - Vittasmäki, Veli-Matti
8888 - Viveiros, Layne
6065 - Vlach, Jaroslav
2758 - Vlach, Roman
12270 - Vladimirov, Artem
9075 - Vlajkov, Mike
1299 - Vlasic, Marc-Edouard
8787 - Voakes, Mark
11678 - Vodny, Michal
10561 - Vogelhuber, Trent
4361 - Vogl, Sebastian
12271 - Volcan, Nolan
1012 - Volchenkov, Anton
7426 - Volden, Lars
12672 - Volejnicek, Dominik
8918 - Volek, Dominik
12759 - Volf, Lukáš
9833 - Vollrath, Coleman
8465 - Volpatti, Aaron
5552 - von Gunten, Patrick
11458 - Vondracek, Tomas
11699 - Vopelka, Lukas
4435 - Voracek, Jakub
5949 - Voracek, Tomas
7316 - Vosvrda, Tomas
4368 - Voutilainen, Jukka
5279 - Voynov, Slava
11480 - Vozenilek, Daniel
1014 - Vrbata, Radim
4492 - Vuic, Brandon
5520 - Vukovic, Daniel
11704 - Vuorisalo, Teemu
12411 - Vuoti, Santeri
1015 - Vyborny, David
2725 - Vydareny, René
7297 - Vyrubalik, Martin
2945 - Vytisk, Jan
11649 - Waeber, Ludovic
10733 - Wagner, Austin
13738 - Wagner, Chris
9631 - Wagner, Fabio
2092 - Wagner, Steve
6182 - Wahl, Mitch
4375 - Wakabayashi, Koichi
11055 - Waked, Antoine
10988 - Walcott, Daniel
9470 - Walker, Ben
4888 - Walker, Brenden
446 - Walker, Geoff
9834 - Walker, Jack
5690 - Walker, Julian
9526 - Walker, Nathan
10934 - Wallace, Aidan
8306 - Wallin, Rickard
10677 - Wallmark, Lucas
8583 - Walser, Samuel
10644 - Walsh, Jared
1131 - Walsky, Eric
12771 - Walter, Jan
10779 - Walter, Mitchell
5810 - Walters, Connor
12498 - Walters, Dane
7559 - Walters, Nick
12321 - Walters, Ryan
9667 - Waltz, Colton
7375 - Wannstrom, Sebastian
9739 - Wapple, Daniel
1187 - Ward, Cam
1384 - Ward, Joel
9606 - Ward, Samuel
8928 - Wardley, Evan
6051 - Warg, Stefan
9740 - Warkentine, Miles
1569 - Wärn, Max
12272 - Warner, Hunter
12452 - Warren, John
9292 - Warsofsky, David
1785 - Wathier, Francis
9017 - Watling, Patrick
6583 - Watson, Austin
8861 - Watson, Jamal
11347 - Watson, Josh
10884 - Watson, Matthew
9871 - Watson, Spencer
11037 - Watt, Vincent
6113 - Weal, Jordan
1028 - Weaver, Mike
12273 - Webb, Jack
10937 - Webb, Mitchell
11491 - Weber, Dexter
10375 - Weber, Marcus
11491 - Weber, Mike
1176 - Weber, Shea
11491 - Weber, Will
5614 - Weber, Yannick
12274 - Webster, Bailey
9839 - Webster, Michael
6625 - Wedgewood, Scott
10046 - Weegar, MacKenzie
12275 - Wegleitner, Gunnar
11734 - Weihager, Robin
12276 - Weinger, Evan
12810 - Weinhold, Martin
10461 - Weinstock, Marcus
5250 - Weise, Dale
4385 - Weiß, Alexander
2360 - Weiß, Daniel
1034 - Weiss, Stephen
10366 - Weisskopf, Dan
1281 - Welch, Noah
420 - Wellar, Patrick
6104 - Weller, Justin
5711 - Wellinger, Thomas
12277 - Wells, Dylan
33908 - Wells, Taylor
12278 - Wellsby, Austin
1524 - Welser, Daniel
9561 - Welsh, Jeremy
11005 - Welsh, Nicholas
12279 - Welsh, Thomas
9041 - Welychka, Brett
10698 - Welykholowa, Landon
10467 - Wennberg, Alexander
6399 - Werek, Ethan
12704 - Werner, Adam
12486 - Wesley, Johnny
11194 - Wesley, Josh
5188 - Wesslau, Gustaf
11626 - Westermarck, Felix
10436 - Westermarck, Victor
11380 - Westlund, David
10469 - Westlund, Wilhelm
10608 - Wetmore, Riley
5490 - Wetzel, Philipp
12280 - Wharrie, Jordan
9706 - Wheaton, Mitchell
4432 - Wheeler, Blake
8961 - Whistle, Jackson
10821 - White, Colton
1282 - White, Ian
12281 - White, Jaeger
10871 - White, Patrick
5356 - White, Ryan
8880 - White, Torrin
11169 - White, Tucker
9251 - Whitney, Joe
1140 - Whitney, Ryan
11216 - Whitney, Steven
9805 - Whittingham, Riley
205 - Wick, Jeremy
5554 - Wick, Roman
10550 - Wideman, Chris
1142 - Wideman, Dennis
10665 - Widerström, Pontus
4395 - Widing, Daniel
11743 - Wiederer, Manuel
8390 - Wiercioch, Patrick
5712 - Wieser, Dino
5713 - Wieser, Marc
11147 - Wieser, Tim
7784 - Wigle, Joel
1548 - Wiklander, Johan
11382 - Wikstrand, Mikael
11748 - Wildhaber, David
2478 - Wilhelm, Stephan
11164 - Wilkie, Zach
9188 - Will, Roman
8952 - Williams, Brian
9782 - Williams, Colby
9004 - Williams, Devin
1045 - Williams, Jason
1046 - Williams, Justin
12282 - Williams, Keelan
9348 - Williamsson, Jesper
12283 - Willms, Brody
5198 - Wilson, Ben
33945 - Wilson, Bradley
409 - Wilson, Colin
6559 - Wilson, Garrett
6558 - Wilson, Jason
1879 - Wilson, Kyle
5318 - Wilson, Ryan
12356 - Wilson, Scott
7823 - Wilson, Tom
1161 - Winchester, Brad
2660 - Winchester, Jesse
7506 - Wingels, Tommy
1834 - Winnik, Daniel
5799 - Winquist, Joshua
7614 - Winther, Mike
6584 - Wise, Jamie
12284 - Wishnowski, Tanner
1284 - Wisniewski, James
12739 - Wissmann, Kai
8903 - Witala, Chase
10592 - Witkowski, Luke
4402 - Wohowski, Zbigniew
7244 - Wolf, David
2430 - Wolf, Michael
8396 - Wong, Brandon
9722 - Wong, Tyler
10892 - Wood, Kyle
9005 - Wood, Travis
10610 - Woods, Brendan
2378 - Wörle, Tobias
10763 - Wotherspoon, Parker
6030 - Wotherspoon, Tyler
1106 - Woywitka, Jeff
8468 - Wrenn, William
5678 - Wruck, Dylan
7232 - Wurm, Armin
8735 - Wyss, Silvan
11784 - Yakimov, Bogdan
8532 - Yakimowicz, Chandler
8862 - Yakubowski, Jaimen
7836 - Yakupov, Nail
12286 - Yamamoto, Kailer
11196 - Yamamoto, Keanu
12287 - Yan, Dennis
1315 - Yandle, Keith
11179 - Yarwood, Cameron
9548 - Yeo, Dylan
10958 - Yetman, Bryce
1063 - Yip, Brandon
6342 - Yogan, Andrew
1062 - Yonkman, Nolan
8789 - York, Allen
1064 - York, Mike
10759 - Yorke, Dalton
4418 - Yoshida, Mitsuharu
9295 - Youds, Ben
12360 - Young, Gus
12415 - Yrjölä, Lassi
6241 - Yuen, Zach
8979 - Yuill, Alex
4586 - Zaborsky, Tomas
11415 - Zacha, Pavel
2548 - Zackrisson, Patrik
9879 - Zadorov, Nikita
12390 - Zadrazil, Matej
10730 - Zaharichuk, Darcy
12288 - Zaharichuk, Jesse
6147 - Zahn, Teigan
8769 - Zajac, Darcy
11537 - Zajac, Kelly
8923 - Zajac, Nick
1312 - Zajac, Travis
11569 - Zalewski, Mike
5350 - Zalewski, Steven
9826 - Zalitach, Reid
4423 - Zancanella, Ruggero
10532 - Zangger, Sandro
1285 - Zanon, Greg
12289 - Zanussi, Cameron
10418 - Zapolski, Ryan
12800 - Zaremba, Miroslav
458 - Zatkoff, Jeff
12791 - Zavadil, Petr
4601 - Zavorka, Tomas
9981 - Zboril, Adam
12290 - Zboril, Jakub
11085 - Zborosky, Zak
12291 - Zborovskiy, Sergey
9492 - Zdrahal, Jan
9982 - Zdrahal, Patrik
8681 - Zejdl, Lukas
11481 - Zeman, Adam
2697 - Zeman, Jiri
12307 - Zengerle, Mark
1611 - Zepp, Rob
10825 - Zeppieri, David
8559 - Zerressen, Pascal
1070 - Zetterberg, Henrik
7539 - Zgraggen, Jesse
2916 - Zib, Lukas
8488 - Zibanejad, Mika
1074 - Zidlicky, Marek
10235 - Ziegler, Sven
12744 - Zientek, Benjamin
4427 - Ziffzer, Youri
10107 - Zilbert, Noah
10789 - Zimmer, Rylee
10701 - Zipp, Micheal
8320 - Zizka, Tomas
8304 - Zlobin, Anton
11460 - Zohorna, Hynek
12764 - Zohorna, Radim
2821 - Zohorna, Tomas
8765 - Zolnierczyk, Harry
10889 - Zottl, Nick
12602 - Zryd, Miro
1080 - Zubrus, Dainius
5196 - Zuccarello, Mats
9563 - Zucker, Jason
34034 - Zucker, Luis
12745 - Zuravlev, Thomas
11340 - Zurevinski, Scott
5670 - Zurkirchen, Sandro
11679 - Zuzin, Peter
10686 - Zwerger, Dominic
9991 - Zykov, Valentin
